Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld,P/E,P/B
We,2/27/02,3705.66,34.313M,26.77M,1.9224,,
Tu,2/26/02,3712.74,32.947M,26.558M,1.9187,,
Mo,2/25/02,3613.51,22.201M,25.934M,1.9714,,
,,,,,,,
Fr,2/22/02,3604.08,25.134M,25.803M,1.9765,,
Th,2/21/02,3570.46,15.226M,25.551M,1.9952,,
We,2/20/02,3558.21,22.169M,26.143M,2.002,,
Tu,2/19/02,3597.61,26.438M,26.012M,1.9801,,
Mo,2/18/02,3633.93,25.173M,25.793M,1.9603,,
,,,,,,,
Fr,2/15/02,3602.02,28.966M,25.769M,1.9777,,
Th,2/14/02,3557.06,22.41M,25.543M,2.0027,,
We,2/13/02,3519.87,21.611M,25.497M,2.0238,,
Tu,2/12/02,3497.68,20.714M,25.633M,2.0367,,
Mo,2/11/02,3515.45,24.164M,25.853M,2.0264,,
,,,,,,,
Fr,2/8/02,3493.92,35.438M,26.038M,2.0389,,
Th,2/7/02,3436.94,44.653M,25.928M,2.0652,,
We,2/6/02,3427.39,31.125M,25.136M,2.0709,,
Tu,2/5/02,3311.73,23.589M,24.856M,2.1432,,
Mo,2/4/02,3317.01,20.233M,25.014M,2.1398,,
,,,,,,,
Fr,2/1/02,3333.92,21.357M,25.47M,1.9652,,
Th,1/31/02,3311.03,24.106M,26.262M,1.9788,,
We,1/30/02,3298.79,20.195M,26.548M,1.9861,,
Tu,1/29/02,3313.28,23.165M,27.445M,1.9774,,
Mo,1/28/02,3317.64,24.802M,28.169M,1.9748,,
,,,,,,,
Fr,1/25/02,3332.3,25.575M,28.425M,1.9661,,
Th,1/24/02,3357.79,21.722M,29.936M,1.9512,,
We,1/23/02,3373.07,23.652M,30.383M,1.9424,,
Tu,1/22/02,3368.28,24.023M,30.152M,1.9335,,
Mo,1/21/02,3382.29,26.929M,29.693M,1.9255,,
,,,,,,,
Fr,1/18/02,3377.05,33.793M,29.218M,1.9285,,
Th,1/17/02,3401.15,32.767M,28.377M,1.9148,,
We,1/16/02,3348.8,26.928M,27.411M,1.9448,,
Tu,1/15/02,3352.52,25.963M,26.992M,1.9426,,
Mo,1/14/02,3407.84,27.072M,26.339M,1.9111,,
,,,,,,,
Fr,1/11/02,3362.88,33.244M,25.899M,1.9366,,
Th,1/10/02,3381.96,28.385M,25.129M,1.9257,,
We,1/9/02,3400.89,33.651M,24.737M,1.915,,
Tu,1/8/02,3437.78,34.027M,23.869M,1.8944,,
Mo,1/7/02,3401.8,28.641M,22.757M,1.8872,,
,,,,,,,
Fr,1/4/02,3375.74,48.239M,22.784M,1.9472,,
Th,1/3/02,3308.02,28.435M,21.336M,1.9811,,
We,1/2/02,3269.16,20.19M,21.408M,2.0046,,
Tu,1/1/02,3246.15,17.128M,21.564M,2.0188,,
Mo,12/31/01,3262.33,19.815M,22.34M,2.0088,,
,,,,,,,
Fr,12/28/01,3184.44,21.165M,23.089M,2.058,,
Th,12/27/01,3131.78,18.287M,23.218M,2.0926,,
We,12/26/01,3175.86,20.638M,23.483M,2.0635,,
Mo,12/24/01,3232.97,16.175M,23.354M,2.0271,,
,,,,,,,
Fr,12/21/01,3235.49,20.462M,23.981M,2.0255,,
Th,12/20/01,3271.64,21.693M,24.272M,2.0031,,
We,12/19/01,3262.67,22.506M,24.709M,2.0086,,
Tu,12/18/01,3335.88,20.635M,24.773M,1.9645,,
,,,,,,,
Fr,12/14/01,3353.6,17.34M,24.88M,1.9542,,
Th,12/13/01,3388.59,29.057M,25.398M,1.934,,
We,12/12/01,3412.15,26.507M,25.392M,1.9206,,
Tu,12/11/01,3419.13,29.523M,25.869M,1.9167,,
Mo,12/10/01,3442.89,22.524M,25.739M,1.9035,,
,,,,,,,
Fr,12/7/01,3436.37,28.768M,25.678M,1.9071,,
Th,12/6/01,3431.57,31.047M,24.163M,1.9098,,
We,12/5/01,3409.64,23.103M,23.249M,1.922,,
Tu,12/4/01,3320.28,22.266M,22.956M,1.9738,,
Mo,12/3/01,3275.47,18.711M,23.31M,2.0008,,
,,,,,,,
Th,11/29/01,3287.56,25.571M,23.593M,1.9934,,
We,11/28/01,3294.12,24.823M,23.3M,1.9894,,
Tu,11/27/01,3287.57,28.247M,23.17M,1.9934,,
Mo,11/26/01,3322.77,23.467M,22.649M,1.9723,,
,,,,,,,
Fr,11/23/01,3252.2,22.25M,22.69M,2.0151,,
Th,11/22/01,3258.13,25.1M,22.839M,1.9391,,
We,11/21/01,3244.09,28.979M,22.694M,1.9475,,
Tu,11/20/01,3231.66,33.654M,22.532M,1.955,,
Mo,11/19/01,3263.22,27.575M,21.72M,1.9361,,
,,,,,,,
Th,11/15/01,3180.23,21.611M,21.849M,1.9866,,
We,11/14/01,3113.04,6.04M,22.286M,2.0295,,
Tu,11/13/01,3077.19,17.33M,23.478M,2.0531,,
Mo,11/12/01,3094.14,18.723M,24.009M,2.0419,,
,,,,,,,
Fr,11/9/01,3079.67,27.568M,23.991M,2.0515,,
Th,11/8/01,3059.97,22.953M,23.489M,2.0647,,
We,11/7/01,3013.94,21.179M,23.78M,2.0771,,
Tu,11/6/01,3068.89,22.871M,23.948M,2.0399,,
Mo,11/5/01,3037.01,20.429M,23.767M,2.0614,,
,,,,,,,
Fr,11/2/01,3052.6,24.092M,24.182M,2.0508,,
Th,11/1/01,3049.8,24.476M,24.232M,2.0527,,
We,10/31/01,2989.35,22.935M,24.442M,2.0942,,
Tu,10/30/01,2957.45,26.548M,24.322M,2.1168,,
Mo,10/29/01,3009.33,21.464M,23.793M,2.0803,,
,,,,,,,
Th,10/25/01,3022.16,29.52M,23.766M,2.0715,,
We,10/24/01,3040.16,28.165M,23.658M,2.0592,,
Tu,10/23/01,3061.91,23.925M,23.299M,2.0429,,
Mo,10/22/01,3001.86,25.29M,23.371M,2.0837,,
,,,,,,,
Fr,10/19/01,3016.84,18.456M,23.872M,2.0734,,
Th,10/18/01,2981.33,20.037M,24.334M,2.0981,,
We,10/17/01,3043.85,27.317M,24.674M,2.0402,,
Tu,10/16/01,2992.46,23.691M,24.574M,2.0752,,
Mo,10/15/01,2976.3,20.167M,24.463M,2.0865,,
,,,,,,,
Fr,10/12/01,2959.39,26.648M,24.678M,2.0984,,
Th,10/11/01,2943.69,24.848M,24.804M,2.1096,,
We,10/10/01,2896.6,27.623M,24.627M,2.1439,,
Tu,10/9/01,2794.42,21.127M,25.163M,2.2275,,
Mo,10/8/01,2765.37,18.613M,25.283M,2.2457,,
,,,,,,,
Fr,10/5/01,2812.9,21.068M,25.653M,2.2077,,
Th,10/4/01,2788.97,27.899M,25.556M,2.2267,,
We,10/3/01,2754.95,22.778M,24.937M,2.2542,,
Mo,10/1/01,2795.3,25.008M,24.513M,2.2216,,
,,,,,,,
Fr,9/28/01,2811.6,32.795M,23.941M,2.2194,,
Th,9/27/01,2715.5,25.395M,23.352M,2.2979,,
We,9/26/01,2667.34,25.14M,23.223M,2.3394,,
Tu,9/25/01,2617.35,25.812M,22.622M,2.3841,,
Mo,9/24/01,2651.78,22.026M,22.154M,2.3532,,
,,,,,,,
Fr,9/21/01,2600.12,23.39M,21.668M,2.3999,,
Th,9/20/01,2761.66,28.543M,21.203M,2.2595,,
We,9/19/01,2804.16,22.189M,20.588M,2.2253,,
Tu,9/18/01,2782.47,35.657M,19.999M,2.2426,,
Mo,9/17/01,2680.98,22.935M,18.679M,2.3275,,
,,,,,,,
Fr,9/14/01,2830.12,24.163M,18.296M,2.2049,,
Th,9/13/01,2987.5,19.602M,18.046M,2.0887,,
We,9/12/01,3032.71,18.626M,17.69M,2.0576,,
Tu,9/11/01,3150.4,16.412M,17.56M,1.9807,,
Mo,9/10/01,3183.63,16.423M,17.506M,1.96,,
,,,,,,,
Fr,9/7/01,3198.4,23.971M,18.285M,1.951,,
Th,9/6/01,3202.55,23.462M,18.301M,1.9485,,
We,9/5/01,3228.6,16.119M,18.228M,1.9327,,
Tu,9/4/01,3231.6,18.79M,17.812M,1.9309,,
Mo,9/3/01,3227.12,14.742M,17.46M,1.9336,,
,,,,,,,
Fr,8/31/01,3244.95,16.409M,17.34M,1.8264,,
Th,8/30/01,3286.87,19.315M,17.246M,1.8031,,
We,8/29/01,3300.62,13.36M,16.836M,1.7955,,
Tu,8/28/01,3313.07,15.859M,17.206M,1.7888,,
Mo,8/27/01,3318.32,17.186M,17.592M,1.786,,
,,,,,,,
Fr,8/24/01,3305.51,20.42M,17.926M,1.7929,,
Th,8/23/01,3308.79,14.254M,18.42M,1.7911,,
Tu,8/21/01,3297.43,16.678M,18.63M,1.7973,,
Mo,8/20/01,3278.92,15.607M,18.279M,1.8074,,
,,,,,,,
Fr,8/17/01,3296.71,28.107M,18.115M,1.7977,,
Th,8/16/01,3337.91,24.202M,17.173M,1.7755,,
Tu,8/14/01,3331.89,22.374M,16.449M,1.6819,,
Mo,8/13/01,3287.62,9.881M,15.643M,1.7046,,
,,,,,,,
Fr,8/10/01,3316.21,13.514M,14.989M,1.6899,,
Th,8/9/01,3319.61,12.94M,15.033M,1.6882,,
We,8/8/01,3302.32,14.99M,15.156M,1.697,,
Tu,8/7/01,3319.67,13.163M,15.241M,1.6881,,
Mo,8/6/01,3329.95,18.919M,15.502M,1.6829,,
,,,,,,,
Fr,8/3/01,3325.38,21.643M,15.366M,1.6742,,
Th,8/2/01,3298.78,22.197M,15.313M,1.665,,
We,8/1/01,3284.17,27.835M,15.693M,1.6724,,
Tu,7/31/01,3329.28,17.403M,14.817M,1.6498,,
Mo,7/30/01,3285.89,11.412M,14.395M,1.6716,,
,,,,,,,
Fr,7/27/01,3251.53,13.136M,14.198M,1.6892,,
Th,7/26/01,3259.03,13.98M,14.204M,1.6853,,
We,7/25/01,3301.97,13.346M,14.333M,1.6634,,
Tu,7/24/01,3335.08,10.288M,14.842M,1.6469,,
Mo,7/23/01,3330.98,60398,15.126M,1.6489,,
,,,,,,,
Fr,7/20/01,3340.75,14.175M,15.64M,1.6441,,
Th,7/19/01,3370.93,14.791M,16.024M,1.6294,,
We,7/18/01,3383.41,16.262M,16.195M,1.6234,,
Tu,7/17/01,3431.93,17.076M,16.956M,1.6004,,
Mo,7/16/01,3434.83,16.887M,17.647M,1.5991,,
,,,,,,,
Fr,7/13/01,3453.99,20.853M,17.623M,1.5039,,
Th,7/12/01,3452.75,27.891M,17.495M,1.5045,,
We,7/11/01,3376.21,14.696M,16.792M,1.5386,,
Tu,7/10/01,3328.27,11.07M,16.923M,1.5607,,
Mo,7/9/01,3290.81,8.451M,17.469M,1.5785,,
,,,,,,,
Fr,7/6/01,3305.78,13.24M,18.23M,1.5714,,
Th,7/5/01,3317.63,15.91M,18.809M,1.5657,,
We,7/4/01,3311.88,20.983M,19.026M,1.5685,,
Tu,7/3/01,3312.29,14.548M,18.759M,1.5683,,
Mo,7/2/01,3426.03,7.772M,19.018M,1.4919,,
,,,,,,,
Fr,6/29/01,3456.78,19.932M,19.612M,1.4094,,
Th,6/28/01,3404.86,17.352M,19.736M,1.3928,,
We,6/27/01,3411.64,27.673M,20.085M,1.39,,
Tu,6/26/01,3407.32,27.443M,19.412M,1.3918,,
Mo,6/25/01,3318.67,16.528M,19.168M,1.4289,,
,,,,,,,
Fr,6/22/01,3381.76,18.934M,19.457M,1.4023,,
Th,6/21/01,3405.64,17.341M,19.83M,1.3925,,
We,6/20/01,3406.05,16.67M,20.388M,1.3279,,
Tu,6/19/01,3410.95,19.262M,21.495M,1.326,,
Mo,6/18/01,3353.11,19.864M,22.359M,1.3489,,
,,,,,,,
Fr,6/15/01,3372.94,21.929M,23.118M,1.363,,
Th,6/14/01,3453.77,19.166M,23.256M,1.3244,,
We,6/13/01,3501.61,16.967M,23.831M,1.3063,,
Tu,6/12/01,3498.39,18.44M,24.384M,1.3075,,
Mo,6/11/01,3509.32,16.686M,24.692M,1.3034,,
,,,,,,,
Fr,6/8/01,3495.84,21.786M,25.229M,1.3069,,
Th,6/7/01,3457.24,22.585M,25.771M,1.3215,,
We,6/6/01,3457.31,17.582M,26.344M,1.3215,,
Tu,6/5/01,3460.04,23.781M,27.166M,1.4167,,
Mo,6/4/01,3498.38,20.862M,27.488M,1.4012,,
,,,,,,,
Fr,6/1/01,3557.64,24.526M,27.421M,1.3778,,
Th,5/31/01,3631.91,25.708M,27.424M,1.5488,,
We,5/30/01,3662.04,33.28M,27.156M,1.4771,,
Tu,5/29/01,3742.07,32.226M,27.342M,1.4455,,
Mo,5/28/01,3720.15,31.245M,27.265M,1.4541,,
,,,,,,,
Fr,5/25/01,3659.81,24.008M,26.527M,1.4746,,
Th,5/24/01,3683.2,27.792M,26.429M,1.4653,,
We,5/23/01,3674.54,25.249M,25.664M,1.4551,,
Tu,5/22/01,3640.6,23.063M,25.663M,1.4687,,
Mo,5/21/01,3640.1,24.738M,25.919M,1.4689,,
,,,,,,,
Fr,5/18/01,3655.03,29.916M,26.215M,1.3608,,
Th,5/17/01,3669.76,31.181M,25.979M,1.3553,,
We,5/16/01,3592.06,29.923M,25.872M,1.3847,,
Tu,5/15/01,3576.96,28.597M,25.921M,1.3905,,
Mo,5/14/01,3568.93,19.864M,26.321M,1.3936,,
,,,,,,,
Fr,5/11/01,3559.77,24.572M,26.822M,1.3972,,
Th,5/10/01,3568.27,21.681M,27.944M,1.3939,,
We,5/9/01,3586.58,36.071M,28.954M,1.3868,,
Tu,5/8/01,3580.37,31.074M,28.958M,1.3892,,
Mo,5/7/01,3544.81,20.178M,28.763M,1.4031,,
,,,,,,,
Fr,5/4/01,3514.59,22.53M,29.353M,1.4959,,
Th,5/3/01,3494.48,16.317M,29.396M,1.5045,,
We,5/2/01,3538.42,25.245M,30.067M,1.4858,,
Mo,4/30/01,3519.16,26.893M,29.69M,1.5082,,
,,,,,,,
Fr,4/27/01,3422.76,29.189M,29.474M,1.5307,,
Th,4/26/01,3557.19,26.367M,28.81M,1.4729,,
We,4/25/01,3600.83,29.571M,28.344M,1.3737,,
Tu,4/24/01,3589.99,30.663M,27.837M,1.3778,,
Mo,4/23/01,3587.01,34.604M,27.156M,1.379,,
,,,,,,,
Fr,4/20/01,3583.04,27.367M,26.108M,1.3805,,
Th,4/19/01,3574.08,41.406M,25.638M,1.384,,
We,4/18/01,3438.75,36.833M,24.276M,1.4384,,
Tu,4/17/01,3312.29,36.13M,22.67M,1.4934,,
Mo,4/16/01,3251.62,28.145M,21.732M,1.5212,,
,,,,,,,
Th,4/12/01,3183.77,29.038M,21.081M,1.5536,,
We,4/11/01,3325.46,23.165M,20.346M,1.4874,,
Tu,4/10/01,3458.39,26.385M,19.882M,1.4303,,
Mo,4/9/01,3544.08,19.587M,19.251M,1.3957,,
,,,,,,,
Fr,4/6/01,3576,23.663M,20.289M,1.3832,,
We,4/4/01,3565.65,19.228M,20.598M,1.3872,,
Tu,4/3/01,3605.01,19.37M,21.518M,1.3721,,
Mo,4/2/01,3566.26,21.974M,24.056M,1.387,,
,,,,,,,
Fr,3/30/01,3604.38,20.449M,24.587M,1.3723,,
Th,3/29/01,3751.56,18.888M,25.856M,1.3185,,
We,3/28/01,3788.21,20.311M,26.895M,1.3057,,
Tu,3/27/01,3694.82,20.979M,31.403M,1.3387,,
Mo,3/26/01,3636.32,12.741M,35.77M,1.3603,,
,,,,,,,
Fr,3/23/01,3635.28,22.055M,40.418M,1.3361,,
Th,3/22/01,3713.97,18.377M,45.026M,1.3078,,
We,3/21/01,3791.07,18.025M,50.731M,1.2812,,
Tu,3/20/01,3672.4,16.2M,54.707M,1.3226,,
Mo,3/19/01,3722.49,16.913M,57.556M,1.3048,,
,,,,,,,
Fr,3/16/01,3745.74,35.157M,60.993M,1.2967,,
Th,3/15/01,3819.86,28.299M,62.957M,1.2715,,
We,3/14/01,3725.03,33.026M,66.624M,1.3039,,
Tu,3/13/01,3540.65,57.44M,69.822M,1.3718,,
Mo,3/12/01,3767.89,29.941M,70.115M,1.2891,,
,,,,,,,
Fr,3/9/01,3881.96,39.481M,73.273M,1.2512,,
Th,3/8/01,4056.94,34.479M,75.576M,1.1972,,
We,3/7/01,4046.89,87.932M,77.314M,1.2002,,
Mo,3/5/01,3998.12,86.485M,76.992M,1.2148,,
,,,,,,,
Fr,3/2/01,4095.16,82.461M,75.703M,1.186,,
Th,3/1/01,4271.65,91.18M,76.217M,1.137,,
We,2/28/01,4247.04,103.94M,74.433M,1.1436,,
Tu,2/27/01,4069.68,77.673M,72.107M,1.1935,,
Mo,2/26/01,4112.69,58.934M,71.623M,1.181,,
,,,,,,,
Fr,2/23/01,4122.16,68.473M,72.982M,1.1783,,
Th,2/22/01,4262.55,64.612M,73.69M,1.1395,,
We,2/21/01,4302.23,83.309M,74.359M,1.129,,
Tu,2/20/01,4359.22,80.986M,73.853M,1.1142,,
Mo,2/19/01,4350.65,61.844M,74.117M,1.1164,,
,,,,,,,
Fr,2/16/01,4330.32,77.305M,74.496M,1.1216,,
Th,2/15/01,4437.99,74.032M,74.106M,1.0944,,
We,2/14/01,4363.11,60.54M,74.548M,1.1132,,
Tu,2/13/01,4363.05,83.11M,76.463M,1.1132,,
Mo,2/12/01,4406.3,67.148M,75.971M,1.1023,,
,,,,,,,
Fr,2/9/01,4397.33,90.17M,76.439M,1.1045,,
Th,2/8/01,4381.19,64.426M,74.173M,1.1086,,
We,2/7/01,4312.93,69.044M,73.266M,1.1262,,
Tu,2/6/01,4375.29,70.412M,72.53M,1.1101,,
Mo,2/5/01,4370.47,79.324M,71.7M,1.1113,,
,,,,,,,
Fr,2/2/01,4352.26,79.081M,70.203M,1.116,,
Th,2/1/01,4286.11,74.661M,68.578M,1.1332,,
We,1/31/01,4326.72,75.708M,67.567M,1.1226,,
Tu,1/30/01,4372.04,84.948M,67.277M,1.1109,,
Mo,1/29/01,4234.57,67.529M,65.98M,1.147,,
,,,,,,,
Th,1/25/01,4330.22,71.463M,65.841M,1.1217,,
We,1/24/01,4326.42,80.657M,65.906M,1.1226,,
Tu,1/23/01,4296.69,89.259M,65.232M,1.1304,,
Mo,1/22/01,4267.11,75.739M,63.661M,1.1382,,
,,,,,,,
Fr,1/19/01,4194.46,74.165M,61.897M,1.158,,
Th,1/18/01,4113.21,56.177M,60.419M,1.1808,,
We,1/17/01,4083.41,50.829M,59.442M,1.1895,,
Tu,1/16/01,4070.73,57.995M,58.885M,1.1932,,
Mo,1/15/01,4046.76,57.971M,58.689M,1.2002,,
,,,,,,,
Fr,1/12/01,4036.58,56.858M,59.433M,1.2033,,
Th,1/11/01,4027.13,54.704M,59.645M,1.2061,,
We,1/10/01,4047.64,59.509M,59.523M,1.2,,
Tu,1/9/01,4125.31,71.348M,60.186M,1.1774,,
Mo,1/8/01,4120.43,65.49M,59.232M,1.2016,,
,,,,,,,
Fr,1/5/01,4183.73,65.443M,59.479M,1.1834,,
Th,1/4/01,4115.37,72.445M,59.856M,1.203,,
We,1/3/01,4060.02,70.549M,59.314M,1.2194,,
Tu,1/2/01,4018.88,65.693M,59.228M,1.2319,,
Mo,1/1/01,3955.08,49.279M,58.932M,1.2518,,
,,,,,,,
Fr,12/29/00,3972.12,51.992M,59.93M,1.2824,,
Th,12/28/00,3932.78,41.525M,60.339M,1.2952,,
We,12/27/00,3877.55,42.468M,61.806M,1.3137,,
Tu,12/26/00,3826.82,55.053M,62.818M,1.3311,,
,,,,,,,
Fr,12/22/00,3905.9,69.132M,62.711M,1.3041,,
Th,12/21/00,4034.23,60.037M,62.535M,1.2626,,
We,12/20/00,4086.41,52.884M,61.849M,1.2465,,
Tu,12/19/00,4152.94,69.444M,62.37M,1.2266,,
Mo,12/18/00,4169.39,57.039M,63.175M,1.2217,,
,,,,,,,
Fr,12/15/00,4137.16,69.202M,63.097M,1.2312,,
Th,12/14/00,4270.45,71.091M,61.657M,1.1928,,
We,12/13/00,4284.98,64.315M,59.789M,1.1888,,
Tu,12/12/00,4219.48,69.272M,58.191M,1.2072,,
Mo,12/11/00,4228.29,61.249M,56.215M,1.2047,,
,,,,,,,
Fr,12/8/00,4156.08,64.24M,55.071M,1.2256,,
Th,12/7/00,4124.91,58.139M,53.583M,1.2349,,
We,12/6/00,4108.43,63.524M,52.546M,1.2398,,
Tu,12/5/00,4071.98,57.645M,52.165M,1.2509,,
Mo,12/4/00,4036.49,53.455M,52.432M,1.2619,,
,,,,,,,
Fr,12/1/00,4031.96,66.498M,51.876M,1.2634,,
Th,11/30/00,3997.99,49.734M,50.073M,1.2741,,
We,11/29/00,3996.18,60.711M,49.686M,1.2747,,
Tu,11/28/00,4023.92,81.507M,49.425M,1.2659,,
Mo,11/27/00,3969.2,55.88M,46.747M,1.2833,,
,,,,,,,
Fr,11/24/00,3868.34,47.603M,46.699M,1.3168,,
Th,11/23/00,3852.4,43.071M,46.924M,1.3222,,
We,11/22/00,3862.39,40.342M,47.585M,1.3188,,
Tu,11/21/00,3924.7,39.633M,48.144M,1.2979,,
Mo,11/20/00,3926.52,44.084M,48.1M,1.2973,,
,,,,,,,
Fr,11/17/00,3905.84,41.92M,47.208M,1.3042,,
Th,11/16/00,3901.9,42.582M,46.385M,1.3055,,
We,11/15/00,3946.53,57.812M,45.856M,1.2907,,
Tu,11/14/00,3943.54,61.647M,44.107M,1.2946,,
Mo,11/13/00,3820.08,45.113M,42.225M,1.3365,,
,,,,,,,
Fr,11/10/00,3941.13,39.454M,42.462M,1.2919,,
Th,11/9/00,4022.5,43.939M,42.904M,1.2658,,
We,11/8/00,4028.71,56.787M,42.438M,1.2638,,
Tu,11/7/00,3954.83,41.345M,42.16M,1.2874,,
Mo,11/6/00,3931.54,55.16M,42.557M,1.3167,,
,,,,,,,
Fr,11/3/00,3935.7,50.967M,41.955M,1.3153,,
Th,11/2/00,3875.79,52.989M,41.328M,1.3356,,
We,11/1/00,3788.53,48.727M,40.297M,1.3664,,
Tu,10/31/00,3711.02,38.977M,39.875M,1.3949,,
Mo,10/30/00,3689.43,30.707M,39.363M,1.4031,,
,,,,,,,
Fr,10/27/00,3729.12,29.565M,39.643M,1.3881,,
Th,10/26/00,3757.16,,,,,
We,10/25/00,3743.61,34.651M,40.067M,1.3828,,
Tu,10/24/00,3651.99,31.579M,40.015M,1.4179,,
Mo,10/23/00,3619.53,33.415M,40.775M,1.4307,,
,,,,,,,
Fr,10/20/00,3692.75,48.675M,41.344M,1.4015,,
Th,10/19/00,3702.83,46.085M,41.484M,1.3977,,
We,10/18/00,3593.63,36.944M,41.21M,1.4402,,
Tu,10/17/00,3664.79,52.615M,41.775M,1.4122,,
Mo,10/16/00,3728.67,47.3M,40.728M,1.388,,
,,,,,,,
Fr,10/13/00,3738.93,46.136M,40.979M,1.3842,,
Th,10/12/00,3847.58,41.549M,40.173M,1.3451,,
We,10/11/00,3836.51,37.535M,39.943M,1.349,,
Tu,10/10/00,3945.28,42.394M,40.99M,1.3118,,
Mo,10/9/00,4056.07,31.3M,40.692M,1.276,,
,,,,,,,
Fr,10/6/00,4092.42,34.903M,41.379M,1.2646,,
Th,10/5/00,4116.25,35.923M,41.329M,1.2573,,
We,10/4/00,4160.41,33.87M,41.993M,1.244,,
Tu,10/3/00,4135.55,42.987M,42.655M,1.2514,,
,,,,,,,
Fr,9/29/00,4090.38,41.948M,42.878M,1.2653,,
Th,9/28/00,4067.38,50.776M,42.838M,1.2724,,
We,9/27/00,4164.1,41.975M,41.875M,1.2429,,
Tu,9/26/00,4089.58,45.421M,42.252M,1.2655,,
Mo,9/25/00,4173.48,36.899M,42.239M,1.2401,,
,,,,,,,
Fr,9/22/00,4032.37,51.072M,43.241M,1.2835,,
Th,9/21/00,4257.2,34.045M,42.055M,1.2157,,
We,9/20/00,4325.25,38.093M,42.273M,1.1966,,
Tu,9/19/00,4264.34,53.238M,42.003M,1.2137,,
Mo,9/18/00,4366.41,37.935M,40.607M,1.1853,,
,,,,,,,
Fr,9/15/00,4562.38,41.602M,40.495M,1.1344,,
Th,9/14/00,4671.92,34.147M,39.759M,1.1078,,
We,9/13/00,4702.52,45.884M,40.663M,1.1006,,
Tu,9/12/00,4763.63,43.802M,40.731M,1.0864,,
Mo,9/11/00,4696.6,46.327M,40.555M,1.102,,
,,,,,,,
Fr,9/8/00,4668.27,41.348M,40.042M,1.1086,,
Th,9/7/00,4628.93,36.344M,40.23M,1.1181,,
We,9/6/00,4606.35,47.62M,39.987M,1.1235,,
Tu,9/5/00,4598.65,45.23M,39.299M,1.1254,,
Mo,9/4/00,4602.43,51.932M,38.387M,1.1245,,
,,,,,,,
Th,8/31/00,4477.31,33.279M,37.175M,1.0351,,
We,8/30/00,4411.85,37.317M,37.647M,1.0504,,
Tu,8/29/00,4401.82,34.042M,37.962M,1.1353,,
Mo,8/28/00,4395.81,32.301M,37.728M,1.1369,,
,,,,,,,
Fr,8/25/00,4416.86,36.246M,37.655M,1.1305,,
Th,8/24/00,4459.07,30.564M,36.913M,1.1198,,
We,8/23/00,4444.79,47.714M,36.589M,1.1234,,
Tu,8/22/00,4461.23,46.905M,35.178M,1.1979,,
Mo,8/21/00,4409.57,41.153M,33.647M,1.2119,,
,,,,,,,
Fr,8/18/00,4347.04,38.633M,33.357M,1.2177,,
Th,8/17/00,4294.18,44.17M,33.162M,1.2327,,
We,8/16/00,4325.67,32.693M,32.152M,1.2238,,
Mo,8/14/00,4232.51,37.301M,33.019M,1.2507,,
,,,,,,,
Fr,8/11/00,4192,31.558M,32.835M,1.2628,,
Th,8/10/00,4253.23,33.752M,33.274M,1.2446,,
We,8/9/00,4317.04,40.354M,33.234M,1.2262,,
Tu,8/8/00,4317.22,42.044M,32.736M,1.2262,,
Mo,8/7/00,4201.25,30.532M,32.169M,1.26,,
,,,,,,,
Fr,8/4/00,4186.16,31.207M,32.225M,1.2544,,
Th,8/3/00,4207.63,25.119M,32.831M,1.248,,
We,8/2/00,4260.88,25.702M,33.464M,1.2324,,
Tu,8/1/00,4253.69,26.555M,33.864M,1.2545,,
Mo,7/31/00,4279.86,23.933M,34.585M,1.2468,,
,,,,,,,
Fr,7/28/00,4276.7,36.804M,35.046M,1.2477,,
Th,7/27/00,4281.13,35.698M,34.547M,1.2464,,
We,7/26/00,4191.27,29.024M,34.424M,1.2731,,
Tu,7/25/00,4336.2,45.708M,35.462M,1.2306,,
Mo,7/24/00,4188.34,34.541M,34.822M,1.274,,
,,,,,,,
Fr,7/21/00,4463.66,38.135M,34.783M,1.164,,
Th,7/20/00,4575.67,33.155M,34.118M,1.1355,,
We,7/19/00,4616.01,32.881M,33.996M,1.1256,,
Tu,7/18/00,4734.8,33.546M,33.147M,1.0974,,
Mo,7/17/00,4747.32,31.361M,32.919M,1.0945,,
,,,,,,,
Fr,7/14/00,4856.82,40.3M,32.268M,1.0698,,
Th,7/13/00,4880.8,34.62M,32.731M,1.0645,,
We,7/12/00,4964.28,31.701M,32.288M,1.0466,,
Tu,7/11/00,4898.07,37.366M,31.812M,1.0864,,
Mo,7/10/00,4867.43,30.845M,31.164M,1.0932,,
,,,,,,,
Fr,7/7/00,4905.94,29.324M,31.025M,1.0846,,
Th,7/6/00,4885.6,33.853M,31.207M,1.0892,,
We,7/5/00,4912.11,44.598M,30.498M,1.0833,,
Tu,7/4/00,4887.06,36.1M,29.548M,1.1495,,
Mo,7/3/00,4844.98,33.961M,29.231M,1.1595,,
,,,,,,,
Fr,6/30/00,4748.77,28.164M,28.655M,1.1442,,
Th,6/29/00,4792.74,31.322M,29.389M,1.1337,,
We,6/28/00,4748.8,20.142M,29.444M,1.1442,,
Tu,6/27/00,4686.91,30.122M,29.919M,1.3274,,
Mo,6/26/00,4670.09,21.598M,29.562M,1.3322,,
,,,,,,,
Fr,6/23/00,4721.7,47.243M,31.27M,1.3167,,
Th,6/22/00,4794.16,27.98M,30.243M,1.2968,,
We,6/21/00,4731.57,24.559M,29.956M,1.3139,,
